,cntr_no,carrier_no,pol,scheduled_pol_etd,pol_atd,pod,scheduled_pod_eta,pod_ata,portcast_predicted_pod_eta,container_pod_actual_discharge,last_container_event,vessel_legs,container_pod_scheduled_discharge
616,SEGU4614670,CMDU,CNYTN,2021-05-10T23:30:00+08:00,2021-05-13T03:49:42+08:00,USLAX,2021-06-01T12:00:00-08:00,,2021-06-01T13:44:22.939261-08:00,,Unload from vessel,1.0,2021-06-02T06:00:00
617,LCGU8081538,CMDU,CNSHG,2021-05-11T05:00:00+08:00,2021-05-12T10:39:23+08:00,USNYC,2021-06-04T13:00:00-05:00,,2021-06-06T15:59:52.505469-05:00,,Unload from vessel,1.0,2021-06-07T13:00:00
618,MEDU4384798,MSCU,VNSGN,,,USLGB,,,2021-06-03T00:00:00,,Vessel arrival,2.0,2021-06-03T00:00:00
619,TCNU7772212,HDMU,VNVUT,,,USSAV,2021-06-16T14:00:00-05:00,,2021-06-17T15:21:59.522328-05:00,,Unclassified,1.0,2021-06-15T19:00:00
620,HLXU5210423,HLCU,CNXMG,2021-05-13T22:00:00+08:00,2021-05-14T21:47:28+08:00,USNYC,2021-06-22T09:00:00-05:00,,2021-06-24T21:30:28.977566-05:00,,Unclassified,2.0,2021-06-25T09:00:00
621,GESU4919633,HDMU,VNVUT,,,USSAV,2021-06-16T14:00:00-05:00,,2021-06-17T15:21:59.522328-05:00,,Unclassified,1.0,2021-06-15T19:00:00
622,MEDU4656031,MSCU,VNSGN,,,USLGB,,,2021-06-03T00:00:00,,Vessel arrival,2.0,2021-06-03T00:00:00
623,UACU5262124,HLCU,CNNGB,2021-04-13T22:00:00+08:00,2021-04-14T06:30:00+08:00,USNYC,2021-05-16T19:00:00-05:00,2021-05-19T22:30:08-05:00,,2021-05-20T22:01:00,Unclassified,1.0,
624,KOCU9017504,HDMU,CNSHG,,,USNYC,,,2021-06-12T18:00:00,,Vessel arrival,1.0,2021-06-12T18:00:00
625,SUDU5306878,MAEU,CNFOC,,,USLAX,2021-06-12T08:00:00-08:00,,2021-06-07T09:10:24.197664-08:00,,Gate out,2.0,2021-06-08T08:00:00
626,KOCU4503859,HDMU,CNYTN,2021-05-02T00:00:00+08:00,2021-05-02T03:46:00+08:00,USORF,2021-06-07T15:00:00-05:00,,2021-06-08T08:08:39.937045-05:00,,Unclassified,1.0,2021-06-07T18:00:00
627,MSKU7368520,MAEU,CNNGB,2021-05-22T16:18:00+08:00,2021-05-22T16:18:00+08:00,USMOB,2021-06-17T18:00:00-06:00,,2021-06-18T14:37:50.240169-06:00,,Gate out,1.0,2021-06-17T18:00:00
628,TRHU7403877,COSU,,,,,,,,,,,
629,APHU6691159,CMDU,CNSHG,,,USSAV,,,2021-06-21T01:00:00,,Unload from vessel,1.0,2021-06-21T01:00:00
630,MAGU5167058,COSU,CNSHG,,,USSAV,,,2021-06-21T07:00:00,,Vessel arrival,1.0,2021-06-21T07:00:00
631,OOLU7275481,COSU,CNYTN,2021-05-15T08:00:00+08:00,2021-05-19T04:38:24.710000+08:00,USMOB,2021-06-13T06:00:00-06:00,,2021-06-16T04:59:58.155630-06:00,,Vessel arrival,1.0,2021-06-16T06:00:00
632,DFSU4066036,CMDU,INNSA,,,USNYC,,,2021-06-23T19:00:00,,Unload from vessel,1.0,2021-06-23T19:00:00
633,ECMU8126728,CMDU,CNSHG,,,USLGB,,,2021-06-03T18:00:00,,Unclassified,1.0,2021-06-03T18:00:00
634,OOLU4296990,COSU,CNYTN,2021-05-15T08:00:00+08:00,2021-05-19T04:38:24.710000+08:00,USMOB,2021-06-13T06:00:00-06:00,,2021-06-16T04:59:58.155630-06:00,,Vessel arrival,1.0,2021-06-16T06:00:00
635,CCLU4831175,COSU,CNSHG,,,USSAV,,,2021-06-21T07:00:00,,Vessel arrival,1.0,2021-06-21T07:00:00
636,FSCU8743254,COSU,CNSHG,,,USSAV,,,2021-06-21T07:00:00,,Vessel arrival,1.0,2021-06-21T07:00:00
637,CCLU7171033,COSU,VNVUT,2021-05-28T01:00:00+07:00,,USLGB,2021-06-16T18:00:00-08:00,,2021-06-24T15:17:43.423027-08:00,,Vessel arrival,1.0,2021-06-20T08:00:00
638,CAIU7023442,COSU,CNYTN,2021-05-15T08:00:00+08:00,2021-05-19T04:38:24.710000+08:00,USMOB,2021-06-13T06:00:00-06:00,,2021-06-16T04:59:58.155630-06:00,,Vessel arrival,1.0,2021-06-16T06:00:00
639,TCNU5017300,COSU,,,,,,,,,,,
640,OOCU7545214,COSU,,,,,,,,,,,
641,CMAU8074880,CMDU,CNSHG,2021-05-29T07:30:00+08:00,2021-05-30T13:45:08+08:00,USNYC,,,2021-06-27T13:00:00,,Unload from vessel,1.0,2021-06-27T13:00:00
642,FCIU7196718,COSU,VNVUT,2021-05-28T01:00:00+07:00,,USLGB,2021-06-16T18:00:00-08:00,,2021-06-24T15:17:43.423027-08:00,,Vessel arrival,1.0,2021-06-20T08:00:00
643,GESU6603114,CMDU,CNSHG,2021-05-29T07:30:00+08:00,2021-05-30T13:45:08+08:00,USNYC,,,2021-06-27T13:00:00,,Unload from vessel,1.0,2021-06-27T13:00:00
644,CSNU7796712,COSU,VNVUT,,,USNYC,,,2021-06-28T13:00:00,,Vessel arrival,1.0,2021-06-28T13:00:00
645,APZU4419843,CMDU,CNSHG,2021-05-29T07:30:00+08:00,2021-05-30T13:45:08+08:00,USNYC,,,2021-06-27T13:00:00,,Unload from vessel,1.0,2021-06-27T13:00:00
646,APHU4620768,CMDU,CNQDG,2021-05-23T17:00:00+08:00,2021-05-24T02:15:06+08:00,USSAV,,,2021-07-04T13:00:00,,Unload from vessel,1.0,2021-07-04T13:00:00
647,TGHU5200035,CMDU,CNQDG,2021-05-01T08:53:00+08:00,2021-05-01T16:50:00+08:00,USLAX,2021-05-19T20:00:00-08:00,2021-05-21T19:45:01-08:00,,2021-05-22T14:51:00,Unload from vessel,1.0,
648,CMAU6870640,CMDU,CNSHG,2021-05-29T07:30:00+08:00,2021-05-30T13:45:08+08:00,USNYC,,,2021-06-27T13:00:00,,Unload from vessel,1.0,2021-06-27T13:00:00
649,UNIU4025636,CMDU,CNSHG,2021-05-29T07:30:00+08:00,2021-05-30T13:45:08+08:00,USNYC,,,2021-06-27T13:00:00,,Unload from vessel,1.0,2021-06-27T13:00:00
650,FSCU9871666,HLCU,VNVUT,2021-05-11T09:00:00+07:00,2021-05-11T07:50:00+07:00,USSAV,2021-06-14T00:01:00-05:00,,2021-06-18T07:28:02.651070-05:00,,Unclassified,1.0,2021-06-17T08:00:00
651,ECMU9535417,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
652,CCLU4980097,COSU,,,,,,,,,,,
653,TCLU5147712,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
654,TEMU6722428,HLCU,VNVUT,2021-05-05T19:00:00+07:00,2021-05-05T19:15:00+07:00,CAVAN,2021-06-07T16:00:00-07:00,,2021-06-06T15:15:11.102550-07:00,,Unclassified,1.0,2021-06-07T01:00:00
655,TCLU4386950,CMDU,,,,,,,,,,,
656,APZU4833072,CMDU,CNXMG,,,USLAX,,,2021-06-21T17:00:00,,Unload from vessel,1.0,2021-06-21T17:00:00
657,TRLU7630842,HLCU,VNVUT,2021-05-13T02:00:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-08T09:00:00-05:00,,2021-06-10T21:00:50.021018-05:00,,Unclassified,1.0,2021-06-09T23:00:00
658,LCGU8085699,CMDU,CNSHG,2021-05-08T00:00:00+08:00,2021-05-10T16:15:31.090000+08:00,USNYC,2021-06-04T00:00:00-05:00,,2021-06-06T15:48:47.460827-05:00,,Unload from vessel,1.0,2021-06-05T07:00:00
659,TCNU9978223,CMDU,CNXMG,,,USLAX,,,2021-06-23T04:00:00,,Unload from vessel,1.0,2021-06-23T04:00:00
660,TCLU6227432,HLCU,VNVUT,2021-05-05T19:00:00+07:00,2021-05-05T19:15:00+07:00,CAVAN,2021-06-07T16:00:00-07:00,,2021-06-06T15:15:11.102550-07:00,,Unclassified,1.0,2021-06-07T01:00:00
661,TRHU7400672,ONEY,CNNGB,,,USSAV,2021-06-01T03:00:00-05:00,,2021-06-02T10:35:26.150476-05:00,,Vessel departure,1.0,2021-06-01T09:30:00
662,CMAU8041886,CMDU,CNXMG,,,USLAX,,,2021-06-21T17:00:00,,Unload from vessel,1.0,2021-06-21T17:00:00
663,FCIU7486213,HLCU,VNVUT,2021-05-19T00:01:00+07:00,,CAVAN,2021-06-20T16:00:00-07:00,,2021-06-24T01:00:00,,Vessel arrival,1.0,2021-06-24T01:00:00
664,TCLU8497740,ONEY,CNYTN,2021-06-06T00:01:00+08:00,,USTIW,2021-06-13T02:00:00-07:00,,2021-06-14T22:20:01.762428-07:00,,Gate in,1.0,2021-06-20T09:30:00
665,TCLU9606471,ONEY,VNCMT,2021-05-05T19:15:00+07:00,2021-05-05T19:15:00+07:00,USTIW,2021-06-01T23:00:00-07:00,,2021-06-02T17:44:03.056770-07:00,,Vessel departure,1.0,2021-06-02T06:30:00
666,TGBU6233480,HLCU,VNVUT,2021-05-11T09:00:00+07:00,2021-05-11T07:50:00+07:00,USNYC,2021-06-10T10:00:00-05:00,,2021-06-14T06:13:40.334462-05:00,,Unclassified,1.0,2021-06-13T17:00:00
667,UACU5696075,HLCU,VNVUT,2021-05-18T15:30:00+07:00,,USNYC,2021-06-16T17:00:00-05:00,,2021-06-24T00:01:00,,Vessel arrival,1.0,2021-06-24T00:01:00
668,OOLU8687360,OOLU,CNZUH,,,USNYC,,,2021-06-17T12:30:00,,Vessel arrival,2.0,2021-06-17T12:30:00
669,UACU8451538,HLCU,CNQDG,2021-05-11T10:00:00+08:00,2021-05-10T21:42:00+08:00,USNYC,2021-06-17T21:00:00-05:00,,2021-06-16T19:51:38.962618-05:00,,Unclassified,1.0,2021-06-14T13:30:00
670,BEAU5293172,ONEY,CNYTN,2021-05-06T22:05:00+08:00,2021-05-06T22:05:00+08:00,USNYC,2021-06-23T19:30:00-05:00,,2021-06-25T08:53:28.546505-05:00,,Vessel departure,2.0,2021-06-24T01:30:00
671,KKFU7788130,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-09T18:30:00-05:00,,2021-06-10T12:50:26.565876-05:00,,Vessel departure,1.0,2021-06-10T00:30:00
672,OOLU4531023,OOLU,CNYTN,,,USSAV,,,2021-06-28T08:00:00,,Unload from vessel,1.0,2021-06-28T08:00:00
673,CRSU0409567,ONEY,CNYTN,2021-06-06T00:01:00+08:00,,USTIW,2021-06-13T02:00:00-07:00,,2021-06-14T22:20:01.762428-07:00,,Gate in,1.0,2021-06-20T09:30:00
674,TCLU8378593,HLCU,CNSHG,2021-05-17T03:00:00+08:00,2021-05-19T09:50:20+08:00,CAVAN,2021-06-04T01:00:00-07:00,,2021-06-03T10:43:30.116990-07:00,,Unclassified,1.0,2021-06-02T15:30:00
675,FSCU9312333,OOLU,CNYTN,,,USNYC,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
676,HLBU2701473,HLCU,CNYTN,2021-04-06T17:00:00+08:00,2021-04-06T09:50:00+08:00,USVAN,,,2021-05-14T15:00:00,2021-05-15T19:55:00,Unclassified,1.0,
677,TDRU8456560,HLCU,VNVUT,2021-05-11T09:00:00+07:00,2021-05-11T07:50:00+07:00,USSAV,2021-06-14T00:01:00-05:00,,2021-06-18T07:28:02.651070-05:00,,Unclassified,1.0,2021-06-17T08:00:00
678,BEAU4157680,CMDU,,,,,,,,,,,
679,CMAU5252946,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
680,HLBU2092382,HLCU,VNVUT,2021-05-11T09:00:00+07:00,2021-05-11T07:50:00+07:00,USSAV,2021-06-14T00:01:00-05:00,,2021-06-18T07:28:02.651070-05:00,,Unclassified,1.0,2021-06-17T08:00:00
681,NYKU8548999,ONEY,CNSHG,2021-06-10T01:00:00+08:00,,USSAV,2021-07-08T08:00:00-05:00,,2021-07-08T21:23:44.895120-05:00,,Gate in,1.0,2021-07-08T14:30:00
682,FCIU8419251,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
683,CAIU4259687,HLCU,VNVUT,2021-05-11T09:00:00+07:00,2021-05-11T07:50:00+07:00,USNYC,2021-06-10T10:00:00-05:00,,2021-06-14T06:13:40.334462-05:00,,Unclassified,1.0,2021-06-13T17:00:00
684,CMAU7475506,CMDU,,,,,,,,,,,
685,CMAU4219440,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
686,FCIU8594444,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
687,CMAU5946696,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
688,HLBU1140824,HLCU,VNVUT,2021-05-11T09:00:00+07:00,2021-05-11T07:50:00+07:00,USSAV,2021-06-14T00:01:00-05:00,,2021-06-18T07:28:02.651070-05:00,,Unclassified,1.0,2021-06-17T08:00:00
689,TEMU7536135,HLCU,INNSA,2021-05-11T15:00:00+05:30,2021-05-11T18:54:00+05:30,USNYC,2021-06-02T19:00:00-05:00,,2021-05-27T10:32:36.524995-05:00,,Unclassified,1.0,2021-06-04T19:00:00
690,UACU5691978,HLCU,VNVUT,2021-05-19T00:01:00+07:00,,CAVAN,2021-06-20T16:00:00-07:00,,2021-06-24T01:00:00,,Vessel arrival,1.0,2021-06-24T01:00:00
691,BSIU9169365,HLCU,INNSA,2021-05-31T08:00:00+05:30,2021-06-01T10:07:04.570000+05:30,USSAV,,,2021-06-29T07:00:00,,Vessel arrival,1.0,2021-06-29T07:00:00
692,TGHU8830470,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
693,FCIU8057300,HLCU,VNVUT,2021-05-19T00:01:00+07:00,,CAVAN,2021-06-20T16:00:00-07:00,,2021-06-24T01:00:00,,Vessel arrival,1.0,2021-06-24T01:00:00
694,PCIU8542728,HLCU,INMUN,2021-05-13T15:00:00+05:30,,USSAV,2021-06-08T07:00:00-05:00,,2021-06-09T19:00:00,,Unclassified,1.0,2021-06-09T19:00:00
695,FCIU9730740,OOLU,CNNGB,,,USSEA,,,2021-06-07T08:00:00,,Vessel arrival,1.0,2021-06-07T08:00:00
696,HLBU1434900,HLCU,INNSA,2021-05-31T08:00:00+05:30,2021-06-01T10:07:04.570000+05:30,USNYC,2021-06-23T19:00:00-05:00,,2021-06-24T17:25:09.064040-05:00,,Unclassified,1.0,2021-06-23T19:00:00
697,CAIU4138643,ONEY,CNYTN,2021-05-16T08:35:00+08:00,2021-05-16T08:35:00+08:00,USLGB,2021-05-31T05:00:00-08:00,2021-05-31T05:00:00-08:00,,,Unclassified,1.0,2021-05-31T08:30:00
698,UASU1071353,HLCU,CNNGB,2021-04-13T22:00:00+08:00,2021-04-14T06:30:00+08:00,USNYC,2021-05-16T19:00:00-05:00,2021-05-19T22:30:08-05:00,,2021-05-20T15:07:00,Unclassified,1.0,
699,TRHU5504929,OOLU,CNNGB,,,USSEA,,,2021-06-06T08:00:00,,Vessel arrival,1.0,2021-06-06T08:00:00
700,TGBU9635440,HLCU,INNSA,2021-05-31T08:00:00+05:30,2021-06-01T10:07:04.570000+05:30,USSAV,,,2021-06-29T07:00:00,,Vessel arrival,1.0,2021-06-29T07:00:00
701,TCNU1951524,HLCU,INMUN,,,USNYC,,,2021-06-17T19:00:00,,Unclassified,1.0,2021-06-17T19:00:00
702,HLXU5279986,HLCU,INMUN,2021-05-13T15:00:00+05:30,,USNYC,2021-06-02T19:00:00-05:00,,2021-05-27T10:32:36.524995-05:00,,Unclassified,1.0,2021-06-04T19:00:00
703,CAIU8363560,HLCU,VNVUT,2021-05-05T19:00:00+07:00,2021-05-05T19:15:00+07:00,CAVAN,2021-06-07T16:00:00-07:00,,2021-06-06T15:15:11.102550-07:00,,Unclassified,1.0,2021-06-07T01:00:00
704,HDMU6979069,HDMU,CNSHG,,,USNYC,,,2021-06-21T13:00:00,,Unclassified,1.0,2021-06-21T13:00:00
705,HMMU9045984,HDMU,CNSHG,,,USNYC,,,2021-06-21T13:00:00,,Unclassified,1.0,2021-06-21T13:00:00
706,HMMU9012492,HDMU,CNSHG,,,USSAV,,,2021-06-18T08:00:00,,Unclassified,1.0,2021-06-18T08:00:00
707,TGBU6048943,HLCU,VNVUT,2021-05-09T06:00:00+07:00,2021-05-09T06:24:00+07:00,USNYC,2021-06-06T10:00:00-05:00,,2021-06-10T19:36:47.932567-05:00,,Unclassified,1.0,2021-06-10T05:00:00
708,CMAU9012434,CMDU,CNSHG,2021-05-22T07:30:00+08:00,2021-05-26T06:57:05.880000+08:00,USNYC,2021-06-18T07:00:00-05:00,,2021-06-20T11:19:28.394656-05:00,,Unload from vessel,1.0,2021-06-20T07:00:00
709,GAOU6484006,HLCU,VNVUT,2021-05-11T09:00:00+07:00,2021-05-11T07:50:00+07:00,USNYC,2021-06-10T10:00:00-05:00,,2021-06-14T06:13:40.334462-05:00,,Unclassified,1.0,2021-06-13T17:00:00
710,KOCU5108437,HDMU,CNSHG,,,USNYC,,,2021-06-21T13:00:00,,Unclassified,1.0,2021-06-21T13:00:00
711,TGHU6243068,HLCU,VNVUT,,,USNYC,,,2021-06-27T09:00:00,,Unclassified,1.0,2021-06-27T09:00:00
712,HLBU1549237,HLCU,VNVUT,2021-05-05T19:00:00+07:00,2021-05-05T19:15:00+07:00,CAVAN,2021-06-07T16:00:00-07:00,,2021-06-06T15:15:11.102550-07:00,,Unclassified,1.0,2021-06-07T01:00:00
713,TCLU4161594,HLCU,CNNGB,2021-05-11T08:30:00+08:00,,USNYC,,,2021-06-21T02:00:00,,Vessel departure,1.0,2021-06-21T02:00:00
714,DFSU6213223,HLCU,VNVUT,2021-05-17T20:00:00+07:00,,CAVAN,,,2021-07-01T16:00:00,,Vessel arrival,1.0,2021-07-01T16:00:00
715,KOCU4223879,HDMU,CNNGB,,,USNYC,,,2021-06-21T13:00:00,,Unclassified,1.0,2021-06-21T13:00:00
716,TCKU6079045,HLCU,VNVUT,2021-05-13T02:00:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-08T09:00:00-05:00,,2021-06-10T21:00:50.021018-05:00,,Unclassified,1.0,2021-06-09T23:00:00
717,TEMU6707085,HLCU,VNVUT,2021-05-18T15:30:00+07:00,,USNYC,2021-06-16T17:00:00-05:00,,2021-06-24T00:01:00,,Vessel arrival,1.0,2021-06-24T00:01:00
718,CCLU4568182,COSU,CNNGB,,,USMOB,,,2021-06-16T07:00:00,,Vessel arrival,1.0,2021-06-16T07:00:00
719,RFCU4104631,COSU,VNVUT,,,USNYC,,,2021-06-21T13:00:00,,Vessel arrival,1.0,2021-06-21T13:00:00
720,INKU6471566,HLCU,CNNGB,2021-05-11T08:30:00+08:00,,USNYC,,,2021-06-21T02:00:00,,Vessel departure,1.0,2021-06-21T02:00:00
721,DFSU6649310,HDMU,VNVUT,2021-06-01T08:00:00+07:00,,USSAV,,,2021-07-03T19:00:00,,Unclassified,1.0,2021-07-03T19:00:00
722,UACU8323497,HLCU,INMUN,2021-04-30T07:00:00+05:30,2021-05-01T00:30:00+05:30,USSAV,2021-05-26T06:00:00-05:00,2021-05-30T01:35:04-05:00,,2021-05-30T13:17:00,Unload from vessel,1.0,
723,CBHU6316641,COSU,CNNGB,,,USMOB,,,2021-06-19T18:00:00,,Vessel arrival,1.0,2021-06-19T18:00:00
724,SEGU4833200,HLCU,INNSA,,,USNYC,,,2021-06-17T19:00:00,,Empty container pick-up,1.0,2021-06-17T19:00:00
725,TGHU6672669,COSU,CNSHG,,,USSAV,,,2021-06-27T08:00:00,,Vessel arrival,1.0,2021-06-27T08:00:00
726,KOCU5186764,HDMU,CNNGB,,,USNYC,,,2021-06-21T13:00:00,,Unclassified,1.0,2021-06-21T13:00:00
727,UACU5767820,HLCU,INMUN,2021-05-27T04:00:00+05:30,2021-05-29T00:48:20.440000+05:30,USSAV,,,2021-06-22T07:00:00,,Vessel arrival,1.0,2021-06-22T07:00:00
728,CAIU9933591,HDMU,CNNGB,,,USNYC,,,2021-06-21T13:00:00,,Unclassified,1.0,2021-06-21T13:00:00
729,HAMU1222141,HLCU,VNVUT,2021-05-09T06:00:00+07:00,2021-05-09T06:24:00+07:00,USSAV,2021-06-10T00:01:00-05:00,,2021-06-14T17:37:19.209543-05:00,,Unclassified,1.0,2021-06-13T22:00:00
730,GESU5961237,HLCU,VNVUT,2021-05-17T20:00:00+07:00,,CAVAN,,,2021-07-01T16:00:00,,Vessel arrival,1.0,2021-07-01T16:00:00
731,OOLU9438736,OOLU,CNYTN,,,USSEA,,,2021-05-26T07:00:00,,Vessel arrival,1.0,2021-05-26T07:00:00
732,UACU5234009,HLCU,VNVUT,,,CAVAN,,,2021-06-30T16:00:00,,Unclassified,1.0,2021-06-30T16:00:00
733,TRHU5494219,OOLU,CNNGB,,,USSEA,,,2021-06-07T08:00:00,,Vessel arrival,1.0,2021-06-07T08:00:00
734,OOLU4346880,OOLU,CNXMG,2021-05-17T22:00:00+08:00,2021-05-20T03:40:06+08:00,USSAV,2021-06-20T08:00:00-05:00,,2021-06-21T16:51:37.865099-05:00,,Unload from vessel,1.0,2021-06-22T07:00:00
735,SEGU5009822,HLCU,VNVUT,2021-05-17T20:00:00+07:00,,CAVAN,,,2021-07-01T16:00:00,,Vessel arrival,1.0,2021-07-01T16:00:00
736,TCLU1778129,HLCU,VNVUT,2021-05-17T20:00:00+07:00,,CAVAN,,,2021-07-01T16:00:00,,Vessel arrival,1.0,2021-07-01T16:00:00
737,HLXU8188220,HLCU,CNYTN,,,CAVAN,,,2021-07-01T16:00:00,,Vessel arrival,1.0,2021-07-01T16:00:00
738,FCIU9514823,OOLU,CNXMG,2021-05-17T22:00:00+08:00,2021-05-20T03:40:06+08:00,USNYC,2021-06-15T13:00:00-05:00,,2021-06-16T15:30:30.266102-05:00,,Unload from vessel,1.0,2021-06-17T12:30:00
739,APZU4741443,CMDU,,,,USLAX,2021-05-01T21:30:00-08:00,2021-05-01T05:31:40-08:00,,2021-05-04T02:38:00,Empty container returned,2.0,2021-05-04T02:38:00
740,OOLU9413569,COSU,CNSHG,,,USSAV,,,2021-06-27T08:00:00,,Vessel arrival,1.0,2021-06-27T08:00:00
741,BMOU3090123,CMDU,,,,USLAX,2021-05-01T21:30:00-08:00,2021-05-01T05:31:40-08:00,,2021-05-04T02:38:00,Empty container returned,2.0,2021-05-04T02:38:00
742,OOLU6895256,COSU,CNYTN,2021-04-08T14:00:00+08:00,2021-04-08T14:37:57+08:00,USNYC,2021-05-13T13:00:00-05:00,2021-05-13T10:22:49-05:00,,2021-05-14T04:16:00,Unclassified,1.0,
743,CNCU3602328,CMDU,,,,USLAX,2021-05-01T21:30:00-08:00,2021-05-01T05:31:40-08:00,,2021-05-04T02:38:00,Empty container returned,2.0,2021-05-04T02:38:00
744,CAIU8204770,HLCU,CNNGB,2021-05-11T08:30:00+08:00,,USNYC,,,2021-06-21T02:00:00,,Vessel departure,1.0,2021-06-21T02:00:00
745,CMAU5918631,CMDU,CNNGB,2021-04-09T19:00:00+08:00,,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-10T12:03:00,Unclassified,1.0,
746,OOCU7914396,COSU,CNNGB,,,USMOB,,,2021-06-16T07:00:00,,Vessel arrival,1.0,2021-06-16T07:00:00
747,CCLU7054680,COSU,CNYTN,2021-05-12T20:00:00+08:00,2021-05-15T17:12:25.310000+08:00,USLGB,,,2021-06-01T05:00:00,,Vessel arrival,1.0,2021-06-01T05:00:00
748,OOCU9017915,COSU,,,,,,,,,,,
749,MAGU4861531,COSU,CNYTN,2021-05-12T20:00:00+08:00,2021-05-15T17:12:25.310000+08:00,USLGB,,,2021-06-01T05:00:00,,Vessel arrival,1.0,2021-06-01T05:00:00
750,HLBU1536590,HLCU,CNXMG,2021-05-13T22:00:00+08:00,2021-05-14T21:47:28+08:00,USNYC,2021-06-22T09:00:00-05:00,,2021-06-24T21:30:28.977566-05:00,,Unclassified,2.0,2021-06-25T09:00:00
751,UACU8504556,HLCU,VNVUT,,,USSAV,2021-06-29T10:00:00-05:00,,2021-07-01T14:36:01.386006-05:00,,Unclassified,1.0,2021-07-02T09:30:00
752,AMFU8793814,HLCU,CNXMG,2021-05-13T22:00:00+08:00,2021-05-14T21:47:28+08:00,USNYC,2021-06-22T09:00:00-05:00,,2021-06-24T21:30:28.977566-05:00,,Unclassified,2.0,2021-06-25T09:00:00
753,KKFU1146214,ONEY,VNHPH,2021-05-17T08:00:00+07:00,2021-05-01T14:25:00+07:00,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Unclassified,2.0,2021-06-28T00:30:00
754,CSNU6098574,COSU,CNYTN,2021-05-12T20:00:00+08:00,2021-05-15T17:12:25.310000+08:00,USLGB,,,2021-06-01T05:00:00,,Vessel arrival,1.0,2021-06-01T05:00:00
755,SEGU5078588,ONEY,VNHPH,2021-05-17T08:00:00+07:00,2021-05-01T14:25:00+07:00,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Unclassified,2.0,2021-06-28T00:30:00
756,CSNU7499720,COSU,CNYTN,2021-05-12T20:00:00+08:00,2021-05-15T17:12:25.310000+08:00,USLGB,,,2021-06-01T05:00:00,,Vessel arrival,1.0,2021-06-01T05:00:00
757,FCIU9561152,COSU,CNSHG,2021-05-10T15:00:00+08:00,2021-05-10T16:11:03+08:00,USNYC,2021-06-04T08:00:00-05:00,,2021-06-07T03:43:59.989272-05:00,,Vessel arrival,1.0,2021-06-05T07:00:00
758,TRLU6660652,ONEY,VNCMT,,,USNYC,2021-06-13T12:30:00-05:00,,2021-06-14T01:01:45.338587-05:00,,Vessel departure,2.0,2021-06-13T18:30:00
759,TEMU7443747,HLCU,CNNGB,,,USNYC,,,2021-07-03T18:00:00,,Unclassified,1.0,2021-07-03T18:00:00
760,LCGU8085786,CMDU,CNSHG,2021-05-08T00:00:00+08:00,2021-05-10T16:15:31.090000+08:00,USNYC,2021-06-04T00:00:00-05:00,,2021-06-06T15:48:47.460827-05:00,,Unload from vessel,1.0,2021-06-05T07:00:00
761,UETU5860244,HLCU,CNQDG,2021-04-28T08:00:00+08:00,2021-04-28T19:06:00+08:00,USNYC,2021-06-07T10:30:00-05:00,,2021-06-08T09:57:32.957493-05:00,,Vessel arrival,2.0,2021-06-08T19:00:00
762,HLBU2395732,HLCU,CNNGB,,,USNYC,,,2021-07-03T18:00:00,,Unclassified,1.0,2021-07-03T18:00:00
763,HLXU6432261,HLCU,CNQDG,2021-05-11T10:00:00+08:00,2021-05-10T21:42:00+08:00,USNYC,2021-06-17T21:00:00-05:00,,2021-06-16T19:51:38.962618-05:00,,Unclassified,1.0,2021-06-14T13:30:00
